id,title,description,source,suggested_label,human_label,notes
285,WHERE IS THE ONBOARDING MANUAL OR VIDEO?? (#605),WE HAVE INTERNS STARTING NEXT WEEK AND NEED A SIMPLE GUIDE TO SHOW THEM HOW TO USE THIS PLATFORM SEND IT!!,Kanombe Cargo System,LOW,LOW,Customer needs a simple guide on how to add a worker.
286,Inquiry regarding user onboarding manual availability,Could you provide a quick reference guide or video tutorial covering the addition of new staff accounts for our upcoming internal training session?,Kimironko Shop System,LOW,LOW,Customer needs a simple guide on how to add a worker.
287,EMAILS ARE NOT GOING TO CLIENTS!!! (#979),NEW SIGNUP EMAILS ARE FULLY STUCK AND CUSTOMERS ARE COMPLAINING FIX THIS NOW TODAY!!,Gitarama Pharmacy Web,CRITICAL,HIGH,New signup emails are not sending out today.
288,CHANGE THIS UGLY BUTTON COLOR TO BLUE!!!,THE GREEN COLOR DOES NOT MATCH OUR BRAND Guidelines AT ALL CHANGE IT TO BLUE WHEN YOU HAVE A MINUTE!!,Butare School Portal,LOW,LOW,Client wants to change a button color from green to blue.
289,app logout too quick,system log out every 5 minute when stop typing. very annoying to type long passwrd again again. make long time please,Kigali Beauty Platform,MEDIUM,MEDIUM,The application logs users out way too fast.
290,pdf download missing data,the exported file doesn't match what we see on our web dashboard layer.,Kimironko Shop System,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
291,ALL LOGIN IS BROKEN HELP!!!,NOBODY IN THE WHOLE OFFICE CAN LOG IN SINCE 1 HOUR!! EVERYTHING IS BLANK SCREEN FIX THIS NOW!!,Gitarama Pharmacy Web,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
292,WRONG BILL AMOUNT AGAIN!!! (#452),OUR INVOICE SAYS 600 DOLLARS BUT OUR CONTRACT IS ONLY 400 DOLLARS PLEASE FIX THIS DISCREPANCY TODAY!!,Kigali Beauty Platform,CRITICAL,MEDIUM,Wrong bill total on the monthly client invoice.
293,Critical system crash on payment module (#275),"Since the update at 3pm, users get a blank screen and 500 error when clicking pay. Affected domain: /api/checkout. Error code: GATEWAY_TIMEOUT. All users blocked.",Musanze Delivery App,HIGH,CRITICAL,Mobile money payment is failing but taking customer money.
294,change button look blue color (#778),can we change green button to blue color? blue is nice for our company brand. no rush when you have time,Remera Tax Portal,LOW,LOW,Client wants to change a button color from green to blue.
295,APP IS COMPLETELY DOWN NOW NOW!!!,WE ARE LOSING EVERY SINGLE CUSTOMER MONEY IS FAILING SYSTEM IS FROZEN PLS FIX ASAP!!!!,Kigali Beauty Platform,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
296,money go out but order fail,customer buy things but payment say error. mobile money take their cash but no order inside system. big problem help,Butare School Portal,LOW,CRITICAL,Mobile money payment is failing but taking customer money.
297,need documentation guide,looking for an instruction link on how to manage user profiles on the platform.,Remera Tax Portal,LOW,LOW,Customer needs a simple guide on how to add a worker.
298,system slow loading loop (#326),open page take too long time then say timeout error. we cannot do reporting today because it loop. please check why slow,Gitarama Pharmacy Web,HIGH,HIGH,The system is loading too slow and timing out.
299,attachments broken (#851),the upload section is not accepting any files from our side.,Kanombe Cargo System,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
300,Severe performance latency causing gateway timeouts (#876),"The main analytical reports page is experiencing massive response delays, averaging 45 seconds before dropping the connection. Sales team cannot work.",Kanombe Cargo System,HIGH,HIGH,The system is loading too slow and timing out.
301,Severe performance latency causing gateway timeouts (#565),"The main analytical reports page is experiencing massive response delays, averaging 45 seconds before dropping the connection. Sales team cannot work.",Kanombe Cargo System,HIGH,HIGH,The system is loading too slow and timing out.
302,text not inside printed report,we add words on screen but when downlod pdf file that text is gone paper look empty. check when free,Gitarama Pharmacy Web,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
303,EMAILS ARE NOT GOING TO CLIENTS!!!,NEW SIGNUP EMAILS ARE FULLY STUCK AND CUSTOMERS ARE COMPLAINING FIX THIS NOW TODAY!!,Musanze Delivery App,HIGH,HIGH,New signup emails are not sending out today.
304,photo upload not work error,we try to put photo or paper pdf file inside but it say fail. we need this today for daily job please repair soon,Remera Tax Portal,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
305,Production server completely unreachable (#917),We are experiencing an unrecoverable system outage. All active API nodes are throwing a blank 500 error page. Operations are fully stopped.,Remera Tax Portal,CRITICAL,CRITICAL,The main link is completely broken. Business is stopped.
306,payment gateway completely down no one can pay,EVERY TRANSACTION IS FAILING ON ALL BROWSERS AND SYSTEMS MOBILE MONEY IS COMPLETELY BLOCKED BUSINESS IS FULLY STOPPED FIX NOW NOW!!,Kanombe Cargo System,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
307,Request to alter UI button accent hex code (#498),Could we update the primary action button color to a blue accent to better match our corporate identity system guidelines? Low priority.,Kanombe Cargo System,LOW,LOW,Client wants to change a button color from green to blue.
308,PDF layout stream omitting custom text blocks,"The export module is failing to map the data stream variable to the document layout, causing blank rows in downloaded reports while web view is fine.",Musanze Delivery App,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
309,spelling bad word in account setup,i see small mistake in setting tab text. it say 'acount' instead of true spelling. just minor thing for next update,Rubavu Agri Market,LOW,LOW,Small spelling error found on the settings page.
310,system slow loading loop (#356),open page take too long time then say timeout error. we cannot do reporting today because it loop. please check why slow,Gisenyi Hotel Booking,LOW,HIGH,The system is loading too slow and timing out.
311,Total payment gateway checkout freeze,The primary mobile money and card processing link has stopped working. Every live transaction is hanging indefinitely and failing.,Gisenyi Hotel Booking,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
312,DASHBOARD LOADING FOREVER!!!,THE SYSTEM IS SO SLOW IT TAKES 3 MINUTES THEN GIVES TIMEOUT ERROR WE CANNOT SEE THE DAILY REPORTS TODAY!!,Butare School Portal,HIGH,HIGH,The system is loading too slow and timing out.
313,login not open code error,everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Remera Tax Portal,MEDIUM,CRITICAL,Nobody can log in to work. Big emergency.
314,photo upload not work error,we try to put photo or paper pdf file inside but it say fail. we need this today for daily job please repair soon,Kigali Beauty Platform,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
315,PDF layout stream omitting custom text blocks,"The export module is failing to map the data stream variable to the document layout, causing blank rows in downloaded reports while web view is fine.",Musanze Delivery App,LOW,MEDIUM,Text is missing when exporting reports to a paper file.
316,attachments broken,the upload section is not accepting any files from our side.,Butare School Portal,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
317,DASHBOARD LOADING FOREVER!!! (#473),THE SYSTEM IS SO SLOW IT TAKES 3 MINUTES THEN GIVES TIMEOUT ERROR WE CANNOT SEE THE DAILY REPORTS TODAY!!,Kanombe Cargo System,HIGH,HIGH,The system is loading too slow and timing out.
318,FILE UPLOAD IS TOTALLY BROKEN!!!,WE CANNOT UPLOAD PDF OR PHOTOS FOR OUR WORK TODAY IT SAYS FAILED ALWAYS FIX THIS SOON IT IS VERY FRUSTRATING!!,Kanombe Cargo System,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
319,login not open code error,everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Nyamirambo Retail App,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
320,getting logged out constantly (#245),the system keeps forcing me back to the sign-in screen during active intervals.,Nyamirambo Retail App,HIGH,MEDIUM,The application logs users out way too fast.
321,emails are down,nobody is getting any automated responses from the portal today.,Nyamirambo Retail App,HIGH,HIGH,New signup emails are not sending out today.
322,how to put new worker inside (#453),hello we have new person coming next week. how do we add them inside app? you have simple video or text link? thanks,Butare School Portal,LOW,LOW,Customer needs a simple guide on how to add a worker.
323,DASHBOARD LOADING FOREVER!!!,THE SYSTEM IS SO SLOW IT TAKES 3 MINUTES THEN GIVES TIMEOUT ERROR WE CANNOT SEE THE DAILY REPORTS TODAY!!,Kanombe Cargo System,HIGH,HIGH,The system is loading too slow and timing out.
324,Invoice microservice rounding error on calculation (#819),"Invoice #2938 shows a subtotal of $600 due to a tax configuration error, which contradicts the fixed $400 amount stated in our contract parameters.",Butare School Portal,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
325,Inquiry regarding user onboarding manual availability,Could you provide a quick reference guide or video tutorial covering the addition of new staff accounts for our upcoming internal training session?,Rubavu Agri Market,LOW,LOW,Customer needs a simple guide on how to add a worker.
326,invoice error (#205),the price on the invoice sheet does not match our profile records.,Gitarama Pharmacy Web,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
327,app logout too quick (#351),system log out every 5 minute when stop typing. very annoying to type long passwrd again again. make long time please,Kigali Beauty Platform,MEDIUM,MEDIUM,The application logs users out way too fast.
328,app logout too quick,system log out every 5 minute when stop typing. very annoying to type long passwrd again again. make long time please,Gitarama Pharmacy Web,MEDIUM,MEDIUM,The application logs users out way too fast.
329,WRONG BILL AMOUNT AGAIN!!!,OUR INVOICE SAYS 600 DOLLARS BUT OUR CONTRACT IS ONLY 400 DOLLARS PLEASE FIX THIS DISCREPANCY TODAY!!,Gitarama Pharmacy Web,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
330,reports page loading error,the page keeps spinning and won't display any numbers for our team.,Butare School Portal,HIGH,HIGH,The system is loading too slow and timing out.
331,invoice error,the price on the invoice sheet does not match our profile records.,Kimironko Shop System,CRITICAL,MEDIUM,Wrong bill total on the monthly client invoice.
332,pdf download missing data,the exported file doesn't match what we see on our web dashboard layer.,Kigali Beauty Platform,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
333,Request to alter UI button accent hex code,Could we update the primary action button color to a blue accent to better match our corporate identity system guidelines? Low priority.,Butare School Portal,LOW,LOW,Client wants to change a button color from green to blue.
334,attachments broken,the upload section is not accepting any files from our side.,Remera Tax Portal,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
335,pdf download missing data,the exported file doesn't match what we see on our web dashboard layer.,Nyamirambo Retail App,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
336,Invoice microservice rounding error on calculation,"Invoice #2938 shows a subtotal of $600 due to a tax configuration error, which contradicts the fixed $400 amount stated in our contract parameters.",Remera Tax Portal,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
337,THE TEXT IS MISSING FROM THE PDF EXPORT!!!,IT SHOWS ON THE COMPUTER SCREEN BUT THE DOWNLOADED PAPER FILE IS COMPLETELY BLANK REMOVE THIS BUG!!,Butare School Portal,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
338,reports page loading error,the page keeps spinning and won't display any numbers for our team.,Kimironko Shop System,HIGH,HIGH,The system is loading too slow and timing out.
339,Inquiry regarding user onboarding manual availability (#729),Could you provide a quick reference guide or video tutorial covering the addition of new staff accounts for our upcoming internal training session?,Butare School Portal,LOW,LOW,Customer needs a simple guide on how to add a worker.
340,PDF export missing key custom data rows,"When downloading the analytics dashboard summary, the generated file fails to render the customized narrative rows present in the web layout.",Nyamirambo Retail App,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
341,WHERE IS THE ONBOARDING MANUAL OR VIDEO??,WE HAVE INTERNS STARTING NEXT WEEK AND NEED A SIMPLE GUIDE TO SHOW THEM HOW TO USE THIS PLATFORM SEND IT!!,Kigali Beauty Platform,LOW,LOW,Customer needs a simple guide on how to add a worker.
342,money go out but order fail,customer buy things but payment say error. mobile money take their cash but no order inside system. big problem help,Gisenyi Hotel Booking,MEDIUM,CRITICAL,Mobile money payment is failing but taking customer money.
343,PDF export missing key custom data rows (#429),"When downloading the analytics dashboard summary, the generated file fails to render the customized narrative rows present in the web layout.",Gitarama Pharmacy Web,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
344,reports page loading error (#219),the page keeps spinning and won't display any numbers for our team.,Remera Tax Portal,HIGH,HIGH,The system is loading too slow and timing out.
345,Database query causing 504 gateway timeout on reports (#558),"The SQL query for gathering monthly sales metrics lacks an index on the client_id column, causing a 45 second lock. The sales team cannot open reports.",Kimironko Shop System,HIGH,HIGH,The system is loading too slow and timing out.
346,emails are down (#143),nobody is getting any automated responses from the portal today.,Musanze Delivery App,HIGH,HIGH,New signup emails are not sending out today.
347,invoice money wrong count (#378),hello bill we get today is wrong number. it say 600 but agreement is 400. please look and send true one,Rubavu Agri Market,LOW,MEDIUM,Wrong bill total on the monthly client invoice.
348,change button look blue color,can we change green button to blue color? blue is nice for our company brand. no rush when you have time,Kimironko Shop System,LOW,LOW,Client wants to change a button color from green to blue.
349,Database query causing 504 gateway timeout on reports (#823),"The SQL query for gathering monthly sales metrics lacks an index on the client_id column, causing a 45 second lock. The sales team cannot open reports.",Kigali Beauty Platform,HIGH,HIGH,The system is loading too slow and timing out.
350,no message coming to customer mail (#259),when new person make sign up they get no email link. yesterday it work fine today nothing. please look fast,Kimironko Shop System,CRITICAL,HIGH,New signup emails are not sending out today.
351,login not open code error (#735),everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Butare School Portal,LOW,CRITICAL,Nobody can log in to work. Big emergency.
352,APP IS COMPLETELY DOWN NOW NOW!!!,WE ARE LOSING EVERY SINGLE CUSTOMER MONEY IS FAILING SYSTEM IS FROZEN PLS FIX ASAP!!!!,Kimironko Shop System,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
353,PDF export missing key custom data rows,"When downloading the analytics dashboard summary, the generated file fails to render the customized narrative rows present in the web layout.",Gisenyi Hotel Booking,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
354,PDF export missing key custom data rows,"When downloading the analytics dashboard summary, the generated file fails to render the customized narrative rows present in the web layout.",Rubavu Agri Market,CRITICAL,MEDIUM,Text is missing when exporting reports to a paper file.
355,WRONG BILL AMOUNT AGAIN!!! (#428),OUR INVOICE SAYS 600 DOLLARS BUT OUR CONTRACT IS ONLY 400 DOLLARS PLEASE FIX THIS DISCREPANCY TODAY!!,Nyamirambo Retail App,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
356,CHANGE THIS UGLY BUTTON COLOR TO BLUE!!!,THE GREEN COLOR DOES NOT MATCH OUR BRAND Guidelines AT ALL CHANGE IT TO BLUE WHEN YOU HAVE A MINUTE!!,Kimironko Shop System,LOW,LOW,Client wants to change a button color from green to blue.
357,login not open code error (#157),everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Kimironko Shop System,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
358,CHANGE THIS UGLY BUTTON COLOR TO BLUE!!! (#878),THE GREEN COLOR DOES NOT MATCH OUR BRAND Guidelines AT ALL CHANGE IT TO BLUE WHEN YOU HAVE A MINUTE!!,Kimironko Shop System,LOW,LOW,Client wants to change a button color from green to blue.
359,Invoice microservice rounding error on calculation,"Invoice #2938 shows a subtotal of $600 due to a tax configuration error, which contradicts the fixed $400 amount stated in our contract parameters.",Butare School Portal,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
360,Database replication failure causing mass data loss (#206),The core data cluster has failed after the last deploy. Active client records are no longer visible on any dashboard.,Kigali Beauty Platform,MEDIUM,CRITICAL,All client records are missing from the screen. Team is stuck.
361,photo upload not work error (#570),we try to put photo or paper pdf file inside but it say fail. we need this today for daily job please repair soon,Rubavu Agri Market,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
362,DATA IS COMPLETELY GONE!!! (#255),I OPENED THE PAGE AND EVERY CLIENT RECORD IS DELETED WE ARE PANICKING FIX IT NOW NOW!!,Musanze Delivery App,HIGH,CRITICAL,All client records are missing from the screen. Team is stuck.
363,DASHBOARD LOADING FOREVER!!!,THE SYSTEM IS SO SLOW IT TAKES 3 MINUTES THEN GIVES TIMEOUT ERROR WE CANNOT SEE THE DAILY REPORTS TODAY!!,Kigali Beauty Platform,HIGH,HIGH,The system is loading too slow and timing out.
364,WHERE IS THE ONBOARDING MANUAL OR VIDEO?? (#144),WE HAVE INTERNS STARTING NEXT WEEK AND NEED A SIMPLE GUIDE TO SHOW THEM HOW TO USE THIS PLATFORM SEND IT!!,Kanombe Cargo System,LOW,LOW,Customer needs a simple guide on how to add a worker.
365,app died (#271),it just stopped working and shows a blank white screen since morning.,Gisenyi Hotel Booking,CRITICAL,CRITICAL,The screen is frozen for everyone. Urgent fix needed.
366,APP IS COMPLETELY DOWN NOW NOW!!! (#873),WE ARE LOSING EVERY SINGLE CUSTOMER MONEY IS FAILING SYSTEM IS FROZEN PLS FIX ASAP!!!!,Gisenyi Hotel Booking,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
367,text not inside printed report,we add words on screen but when downlod pdf file that text is gone paper look empty. check when free,Butare School Portal,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
368,everything is broken,the system is down and nobody can do anything today.,Kanombe Cargo System,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
369,WRONG BILL AMOUNT AGAIN!!!,OUR INVOICE SAYS 600 DOLLARS BUT OUR CONTRACT IS ONLY 400 DOLLARS PLEASE FIX THIS DISCREPANCY TODAY!!,Kanombe Cargo System,MEDIUM,MEDIUM,Wrong bill total on the monthly client invoice.
370,PDF layout stream omitting custom text blocks (#452),"The export module is failing to map the data stream variable to the document layout, causing blank rows in downloaded reports while web view is fine.",Rubavu Agri Market,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
371,Session lifetime parameter expiring prematurely,The authentication token cookie is invalidating after 5 minutes of idle state instead of the configured 2 hours. This disrupts worker workflows.,Musanze Delivery App,MEDIUM,MEDIUM,The application logs users out way too fast.
372,attachments broken,the upload section is not accepting any files from our side.,Remera Tax Portal,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
373,Session lifetime parameter expiring prematurely,The authentication token cookie is invalidating after 5 minutes of idle state instead of the configured 2 hours. This disrupts worker workflows.,Kigali Beauty Platform,CRITICAL,MEDIUM,The application logs users out way too fast.
374,system slow loading loop,open page take too long time then say timeout error. we cannot do reporting today because it loop. please check why slow,Kanombe Cargo System,HIGH,HIGH,The system is loading too slow and timing out.
375,getting logged out constantly,the system keeps forcing me back to the sign-in screen during active intervals.,Remera Tax Portal,MEDIUM,MEDIUM,The application logs users out way too fast.
376,login not open code error (#929),everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Butare School Portal,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
377,reports page loading error (#301),the page keeps spinning and won't display any numbers for our team.,Nyamirambo Retail App,HIGH,HIGH,The system is loading too slow and timing out.
378,money go out but order fail (#468),customer buy things but payment say error. mobile money take their cash but no order inside system. big problem help,Nyamirambo Retail App,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
379,Session lifetime parameter expiring prematurely (#820),The authentication token cookie is invalidating after 5 minutes of idle state instead of the configured 2 hours. This disrupts worker workflows.,Remera Tax Portal,MEDIUM,MEDIUM,The application logs users out way too fast.
380,reports are not loading at all for our sales team,the sales reporting tab throws a gateway timeout error loop for everyone on our corporate analytics team. we cannot check metrics today.,Gitarama Pharmacy Web,HIGH,HIGH,The system is loading too slow and timing out.
381,text not inside printed report,we add words on screen but when downlod pdf file that text is gone paper look empty. check when free,Rubavu Agri Market,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
382,THE TEXT IS MISSING FROM THE PDF EXPORT!!! (#565),IT SHOWS ON THE COMPUTER SCREEN BUT THE DOWNLOADED PAPER FILE IS COMPLETELY BLANK REMOVE THIS BUG!!,Gitarama Pharmacy Web,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
383,app logout too quick,system log out every 5 minute when stop typing. very annoying to type long passwrd again again. make long time please,Gitarama Pharmacy Web,MEDIUM,MEDIUM,The application logs users out way too fast.
384,Complete session database corruption after deploy (#465),"After the recent build pipeline finished, all users are kicked into a login loop. Token verification throws an unhandled null pointer error. Nobody can access dashboards.",Nyamirambo Retail App,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
385,Database query causing 504 gateway timeout on reports,"The SQL query for gathering monthly sales metrics lacks an index on the client_id column, causing a 45 second lock. The sales team cannot open reports.",Kimironko Shop System,HIGH,HIGH,The system is loading too slow and timing out.
386,PDF export missing key custom data rows,"When downloading the analytics dashboard summary, the generated file fails to render the customized narrative rows present in the web layout.",Gisenyi Hotel Booking,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
387,Inquiry regarding user onboarding manual availability (#581),Could you provide a quick reference guide or video tutorial covering the addition of new staff accounts for our upcoming internal training session?,Kimironko Shop System,LOW,LOW,Customer needs a simple guide on how to add a worker.
388,Complete session database corruption after deploy,"After the recent build pipeline finished, all users are kicked into a login loop. Token verification throws an unhandled null pointer error. Nobody can access dashboards.",Kigali Beauty Platform,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
389,Minor typo identified within settings layout (#177),There is a minor spelling error in the account configuration tab where 'account' is misspelled with a single 'c'. Cosmetic fix.,Musanze Delivery App,LOW,LOW,Small spelling error found on the settings page.
390,FILE UPLOAD IS TOTALLY BROKEN!!! (#548),WE CANNOT UPLOAD PDF OR PHOTOS FOR OUR WORK TODAY IT SAYS FAILED ALWAYS FIX THIS SOON IT IS VERY FRUSTRATING!!,Remera Tax Portal,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
391,Inquiry regarding user onboarding manual availability,Could you provide a quick reference guide or video tutorial covering the addition of new staff accounts for our upcoming internal training session?,Remera Tax Portal,LOW,LOW,Customer needs a simple guide on how to add a worker.
392,Inquiry regarding user onboarding manual availability (#634),Could you provide a quick reference guide or video tutorial covering the addition of new staff accounts for our upcoming internal training session?,Gisenyi Hotel Booking,LOW,LOW,Customer needs a simple guide on how to add a worker.
393,pdf download missing data,the exported file doesn't match what we see on our web dashboard layer.,Butare School Portal,MEDIUM,MEDIUM,Text is missing when exporting reports to a paper file.
394,Session lifetime parameter expiring prematurely (#491),The authentication token cookie is invalidating after 5 minutes of idle state instead of the configured 2 hours. This disrupts worker workflows.,Musanze Delivery App,MEDIUM,MEDIUM,The application logs users out way too fast.
395,Inquiry regarding user onboarding manual availability (#539),Could you provide a quick reference guide or video tutorial covering the addition of new staff accounts for our upcoming internal training session?,Rubavu Agri Market,LOW,LOW,Customer needs a simple guide on how to add a worker.
396,everything is broken (#410),the system is down and nobody can do anything today.,Nyamirambo Retail App,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
397,change button look blue color,can we change green button to blue color? blue is nice for our company brand. no rush when you have time,Musanze Delivery App,LOW,LOW,Client wants to change a button color from green to blue.
398,login not open code error (#518),everyone try to enter password but it say wrong token loop. nobody can do work today please fix now now,Kanombe Cargo System,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
399,Inquiry regarding documentation assets for multi-tenant administration,We are setting up internal knowledge base articles and require the video walkthrough link for adding and configuring new corporate roles.,Butare School Portal,HIGH,LOW,Customer needs a simple guide on how to add a worker.
400,Automated transactional email notifications are stuck,The background worker process is failing to dispatch registration confirmation emails. This is causing significant backlog for onboarding.,Nyamirambo Retail App,HIGH,HIGH,New signup emails are not sending out today.
401,File upload failing with unhandled 413 exception (#616),"When clients upload files larger than 1MB on Chrome v114, the system crashes without error messages. This is blocking the compliance team onboarding loop.",Remera Tax Portal,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
402,Minor typo identified within settings layout (#235),There is a minor spelling error in the account configuration tab where 'account' is misspelled with a single 'c'. Cosmetic fix.,Kimironko Shop System,LOW,LOW,Small spelling error found on the settings page.
403,Request to alter UI button accent hex code,Could we update the primary action button color to a blue accent to better match our corporate identity system guidelines? Low priority.,Remera Tax Portal,LOW,LOW,Client wants to change a button color from green to blue.
404,Request to modify CSS color property on confirmation button (#825),Please update the primary button class from background-color: #28a745 to #007bff to stay compliant with our internal brand guidebook.,Kimironko Shop System,LOW,LOW,Client wants to change a button color from green to blue.
405,spelling bad word in account setup,i see small mistake in setting tab text. it say 'acount' instead of true spelling. just minor thing for next update,Kigali Beauty Platform,LOW,LOW,Small spelling error found on the settings page.
406,Complete session database corruption after deploy,"After the recent build pipeline finished, all users are kicked into a login loop. Token verification throws an unhandled null pointer error. Nobody can access dashboards.",Kanombe Cargo System,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
407,getting logged out constantly,the system keeps forcing me back to the sign-in screen during active intervals.,Gitarama Pharmacy Web,HIGH,MEDIUM,The application logs users out way too fast.
408,attachments broken (#799),the upload section is not accepting any files from our side.,Musanze Delivery App,HIGH,HIGH,File upload button is broken. Users cannot add attachments.
409,getting logged out constantly,the system keeps forcing me back to the sign-in screen during active intervals.,Musanze Delivery App,MEDIUM,MEDIUM,The application logs users out way too fast.
410,DATA IS COMPLETELY GONE!!!,I OPENED THE PAGE AND EVERY CLIENT RECORD IS DELETED WE ARE PANICKING FIX IT NOW NOW!!,Gisenyi Hotel Booking,CRITICAL,CRITICAL,All client records are missing from the screen. Team is stuck.
411,change button look blue color,can we change green button to blue color? blue is nice for our company brand. no rush when you have time,Kigali Beauty Platform,LOW,LOW,Client wants to change a button color from green to blue.
412,Request to alter UI button accent hex code (#429),Could we update the primary action button color to a blue accent to better match our corporate identity system guidelines? Low priority.,Butare School Portal,LOW,LOW,Client wants to change a button color from green to blue.
413,ALL LOGIN IS BROKEN HELP!!! (#225),NOBODY IN THE WHOLE OFFICE CAN LOG IN SINCE 1 HOUR!! EVERYTHING IS BLANK SCREEN FIX THIS NOW!!,Kimironko Shop System,CRITICAL,CRITICAL,Nobody can log in to work. Big emergency.
414,money go out but order fail,customer buy things but payment say error. mobile money take their cash but no order inside system. big problem help,Gitarama Pharmacy Web,CRITICAL,CRITICAL,Mobile money payment is failing but taking customer money.
415,Inquiry regarding documentation assets for multi-tenant administration,We are setting up internal knowledge base articles and require the video walkthrough link for adding and configuring new corporate roles.,Rubavu Agri Market,LOW,LOW,Customer needs a simple guide on how to add a worker.
416,invoice error,the price on the invoice sheet does not match our profile records.,Nyamirambo Retail App,HIGH,MEDIUM,Wrong bill total on the monthly client invoice.
417,Request to alter UI button accent hex code,Could we update the primary action button color to a blue accent to better match our corporate identity system guidelines? Low priority.,Remera Tax Portal,LOW,LOW,Client wants to change a button color from green to blue.
418,SMTP relay server authentication failing (#925),The email dispatch queue is throwing credential errors on the /v1/send node. No activation links have left the platform since the morning update.,Butare School Portal,CRITICAL,HIGH,New signup emails are not sending out today.
419,hello site not working help (#644),the whole app is broken we click click nothing happens screen is white blank please help fast business stop,Kigali Beauty Platform,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
420,color change request,we want to alter some accent layouts on the main display page when you have extra sprint bandwidth.,Gitarama Pharmacy Web,LOW,LOW,Client wants to change a button color from green to blue.
421,spelling bad word in account setup,i see small mistake in setting tab text. it say 'acount' instead of true spelling. just minor thing for next update,Kigali Beauty Platform,LOW,LOW,Small spelling error found on the settings page.
422,APP IS COMPLETELY DOWN NOW NOW!!! (#588),WE ARE LOSING EVERY SINGLE CUSTOMER MONEY IS FAILING SYSTEM IS FROZEN PLS FIX ASAP!!!!,Nyamirambo Retail App,CRITICAL,CRITICAL,The entire app is down. Customers cannot buy anything.
423,Request to modify CSS color property on confirmation button,Please update the primary button class from background-color: #28a745 to #007bff to stay compliant with our internal brand guidebook.,Butare School Portal,LOW,LOW,Client wants to change a button color from green to blue.
424,DASHBOARD LOADING FOREVER!!!,THE SYSTEM IS SO SLOW IT TAKES 3 MINUTES THEN GIVES TIMEOUT ERROR WE CANNOT SEE THE DAILY REPORTS TODAY!!,Nyamirambo Retail App,HIGH,HIGH,The system is loading too slow and timing out.
425,app died,it just stopped working and shows a blank white screen since morning.,Remera Tax Portal,MEDIUM,CRITICAL,The screen is frozen for everyone. Urgent fix needed.
426,Typo correction in settings menu localization file (#607),The string asset for account_label contains a typo where 'account' is rendered as 'acount'. This needs to be polished in the next patch update.,Butare School Portal,LOW,LOW,Small spelling error found on the settings page.
